key,response,group,num_options
HAPPEN2b_W41,b,float alpha,6
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,a,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,a,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,a,orig alpha,5
HAPPEN2c_W41,a,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,a,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,b,orig alpha,5
HAPPEN2c_W41,c,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,a,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,a,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,a,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,a,float alpha,6
HAPPEN2c_W41,a,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,a,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,b,float alpha,6
HAPPEN2c_W41,a,float alpha,6
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,orig alpha,5
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,c,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,a,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,a,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,c,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,c,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2d_W41,b,float alpha,6
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,a,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,a,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,a,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,orig alpha,5
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,a,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,a,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2e_W41,b,float alpha,6
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,a,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,orig alpha,5
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,a,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,a,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,a,float alpha,6
HAPPEN2f_W41,a,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,c,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2f_W41,b,float alpha,6
HAPPEN2g_W41,d,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,d,orig alpha,5
HAPPEN2g_W41,a,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,e,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,a,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,a,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,a,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,a,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
HAPPEN2g_W41,b,orig alpha,5
